product_id,product_name,category,subcategory,brand,selling_price,product_cost,product_rating,launch_date
261,Samsung Galaxy A54 Edition,Mobiles,Smartphones,Samsung,38676.18,25676.84,2.82,2023-05-03
262,Noise Pure Pods Pack of 2,Electronics,Audio,Noise,2826.04,2303.78,4.57,2023-12-03
263,Noise Ultra 2 128GB,Electronics,Wearables,Noise,4480.11,3314.21,3.0,2022-05-15
264,Puma Casual Tee V2,Fashion,Women Apparel,Puma,1134.64,740.99,3.93,2022-04-25
265,Puma T-shirt 128GB,Fashion,Apparel,Puma,1326.78,1130.46,4.12,2023-01-13
266,Philips Hair Dryer XL,Beauty,Personal Care,Philips,2692.51,2281.6,3.16,2024-01-03
267,Puma Sports Jacket XL,Fashion,Apparel,Puma,825.8,720.02,4.68,2022-06-04
268,Apple iPhone 12 Edition,Mobiles,Smartphones,Apple,112481.7,68330.96,3.92,2024-01-18
269,Apple MacBook Air M2 Pack of 2,Laptops,Thin & Light,Apple,130385.87,85684.79,3.12,2023-10-30
270,Puma Running Shoes 256GB,Fashion,Men Footwear,Puma,3203.45,2405.66,4.0,2022-08-19
271,Ergonomic Executive Office Chair Black,Furniture,Office,LG,9634.51,7586.71,3.5,2023-03-23
272,Ergonomic Executive Office Chair,Furniture,Office,LG,8822.9,7354.13,3.81,2024-01-29
273,Puma Softride Rift,Fashion,Men Footwear,Puma,5210.97,3882.75,2.9,2023-07-27
274,Apple iPhone 15 Pro V2,Mobiles,Smartphones,Apple,61941.5,47309.77,3.21,2023-06-28
275,HP Chromebook 14 Black,Laptops,Budget Laptops,HP,33185.93,23975.73,4.08,2023-06-28
276,HP Victus 15 Pack of 2,Laptops,Gaming Laptops,HP,64431.04,39769.12,3.67,2023-10-15
277,boAt Rockerz 255 V2,Electronics,Audio,boAt,2384.34,1980.99,2.83,2023-08-29
278,LG 1.5 Ton 5 Star AI Dual Inverter Split AC Edition,Home Appliances,Cooling,LG,28596.87,18636.16,3.32,2023-04-20
279,LG 260L Double Door Refrigerator Pro,Home Appliances,Cooling,LG,41417.49,31875.52,3.9,2024-03-11
280,LG 1.5 Ton 5 Star AI Dual Inverter Split AC Silver,Home Appliances,Cooling,LG,30594.49,20895.96,2.8,2023-08-14
281,Puma Track Pants Pro,Fashion,Apparel,Puma,1372.61,1157.94,2.58,2023-05-01
282,boAt Nirvana Ion 256GB,Electronics,Audio,boAt,2944.8,2345.86,3.56,2023-04-06
283,Puma Running Shoes,Fashion,Men Footwear,Puma,4572.45,3300.92,3.92,2022-06-13
284,Puma Women Sports Bra XL,Fashion,Women Apparel,Puma,1532.5,1304.06,4.35,2023-12-25
285,Puma Track Pants Edition,Fashion,Apparel,Puma,3301.99,2599.59,4.31,2024-03-04
286,Puma T-shirt Pack of 2,Fashion,Apparel,Puma,2792.23,1884.31,3.26,2023-03-25
287,Puma Softride Rift Black,Fashion,Men Footwear,Puma,5144.9,3492.19,3.57,2023-07-26
288,Ergonomic Executive Office Chair Silver,Furniture,Office,LG,6762.4,4381.29,3.16,2024-04-19
289,Puma Sports Jacket Blue,Fashion,Apparel,Puma,2410.54,1688.84,4.27,2022-06-10
290,HP Chromebook 14,Laptops,Budget Laptops,HP,32947.49,22810.44,3.48,2022-09-09
291,Samsung Galaxy M34 Silver,Mobiles,Smartphones,Samsung,21975.24,14216.16,3.73,2023-06-30
292,HP Laptop 15s Black,Laptops,Budget Laptops,HP,42595.72,36290.94,2.76,2024-02-25
293,LG 1.5 Ton 5 Star AI Dual Inverter Split AC Edition,Home Appliances,Cooling,LG,40759.07,34177.88,2.89,2022-06-16
294,HP 250 G8 Pack of 2,Laptops,Budget Laptops,HP,41961.75,36561.22,4.07,2024-02-20
295,Philips Hair Dryer V2,Beauty,Personal Care,Philips,2098.64,1571.92,4.33,2022-03-21
296,Ergonomic Executive Office Chair,Furniture,Office,LG,13792.96,10189.67,2.54,2022-03-29
297,Wooden Study Table XL,Furniture,Office,LG,10115.63,8345.21,4.03,2023-02-18
298,HP Victus 15 Silver,Laptops,Gaming Laptops,HP,54274.29,39167.18,3.35,2024-02-17
299,Puma Sports Jacket Blue,Fashion,Apparel,Puma,1512.24,1275.37,2.76,2023-06-30
300,Apple MacBook Air M1 Pack of 2,Laptops,Thin & Light,Apple,180650.08,111887.34,3.14,2023-10-01
301,boAt Airdopes 141 Pro,Electronics,Audio,boAt,3075.11,2641.11,4.1,2023-03-18
302,LG 260L Double Door Refrigerator Pro,Home Appliances,Cooling,LG,16886.71,12924.64,4.21,2022-11-20
303,Noise ColorFit Pro 4,Electronics,Wearables,Noise,3839.35,2725.65,4.9,2022-03-06
304,Puma Casual Tee Pro,Fashion,Women Apparel,Puma,2314.39,1461.76,2.86,2022-11-06
305,Puma Sports Jacket Black,Fashion,Apparel,Puma,3492.14,2870.83,4.36,2023-02-27
306,Nivea Soft Cream 300ml Edition,Beauty,Skincare,Nivea,223.24,186.24,3.72,2023-04-08
307,Noise Ultra 2 Pro,Electronics,Wearables,Noise,4585.11,4027.89,4.48,2023-01-27
308,HP Victus 15 256GB,Laptops,Gaming Laptops,HP,93084.78,70439.26,2.53,2022-11-06
309,LG 260L Double Door Refrigerator,Home Appliances,Cooling,LG,47983.47,35791.64,4.02,2023-10-26
310,Puma Softride Rift Edition,Fashion,Men Footwear,Puma,4017.89,2966.11,3.27,2023-11-01
311,Puma Softride Rift Pro,Fashion,Men Footwear,Puma,5092.96,3345.28,3.79,2023-04-05
312,boAt Rockerz 255 Blue,Electronics,Audio,boAt,1612.79,1326.67,3.1,2023-01-14
313,Puma Softride Rift V2,Fashion,Men Footwear,Puma,4982.63,3431.5,3.25,2022-10-21
314,Puma Casual Tee 256GB,Fashion,Women Apparel,Puma,1524.32,1193.29,2.88,2023-04-06
315,HP Chromebook 14 Black,Laptops,Budget Laptops,HP,29996.05,23129.72,3.57,2023-12-13
316,Noise Ultra 2 128GB,Electronics,Wearables,Noise,4284.75,3408.93,2.78,2023-05-09
317,Philips Air Fryer HD9200 Edition,Home Appliances,Kitchen,Philips,5082.23,4316.17,3.39,2023-06-30
318,Apple MacBook Air M1 Blue,Laptops,Thin & Light,Apple,151206.66,100559.87,3.57,2022-04-19
319,Wooden Study Table Pro,Furniture,Office,LG,6678.03,4633.51,3.01,2022-04-04
320,boAt Type-C Cable XL,Mobiles,Accessories,boAt,1023.82,780.41,3.05,2022-05-25
321,Samsung Galaxy A54 256GB,Mobiles,Smartphones,Samsung,14713.75,10785.9,3.97,2023-09-23
322,Philips Air Fryer HD9200 256GB,Home Appliances,Kitchen,Philips,8789.14,7264.7,4.23,2024-01-13
323,HP Pavilion Gaming XL,Laptops,Gaming Laptops,HP,87171.31,73713.05,3.43,2024-01-08
324,Apple iPhone 15 Pro XL,Mobiles,Smartphones,Apple,112608.37,80715.15,2.61,2023-10-29
325,boAt Type-C Cable Silver,Mobiles,Accessories,boAt,1424.65,1200.83,3.64,2024-02-19
326,Puma Women Leggings Edition,Fashion,Women Apparel,Puma,1199.33,958.47,3.07,2022-12-07
327,LG 260L Double Door Refrigerator XL,Home Appliances,Cooling,LG,29823.32,22356.43,2.93,2023-12-06
328,Puma Track Pants V2,Fashion,Apparel,Puma,1446.76,1190.69,3.22,2023-08-19
329,Apple MacBook Pro M3 Blue,Laptops,Thin & Light,Apple,110700.38,80490.21,3.25,2022-11-15
330,Puma Running Shoes,Fashion,Men Footwear,Puma,4170.82,2944.15,2.51,2022-08-31
331,HP Chromebook 14 128GB,Laptops,Budget Laptops,HP,24483.71,20601.78,4.66,2024-01-24
332,Noise Ultra 2 XL,Electronics,Wearables,Noise,1578.22,1204.73,4.58,2023-04-02
333,HP Omen 16 128GB,Laptops,Gaming Laptops,HP,71887.84,61417.0,4.52,2022-11-11
334,boAt Type-C Cable Blue,Mobiles,Accessories,boAt,1881.36,1617.6,2.63,2022-08-02
335,Noise ColorFit Pulse Pro,Electronics,Audio,Noise,3243.97,2789.52,4.34,2022-06-14
336,HP Laptop 15s Pro,Laptops,Budget Laptops,HP,31831.67,20008.13,2.61,2023-01-08
337,Puma Smash v2 Sneakers Silver,Fashion,Men Footwear,Puma,4173.88,3470.32,4.82,2023-06-25
338,boAt Power Bank 10000mAh Edition,Mobiles,Accessories,boAt,991.94,611.69,4.13,2022-10-02
339,Puma Casual Tee Blue,Fashion,Women Apparel,Puma,706.67,440.99,2.73,2023-03-28
340,Fortune Sunflower Oil 5L 128GB,Grocery,Staples,Prestige,652.5,453.17,3.55,2023-11-21
341,Apple iPhone 13 Pro,Mobiles,Smartphones,Apple,48560.82,30852.13,4.44,2023-12-30
342,Noise Pulse 2 Max Silver,Electronics,Wearables,Noise,4315.91,3604.53,3.26,2023-02-27
343,HP Omen 16,Laptops,Gaming Laptops,HP,62248.1,53096.04,4.75,2023-03-25
344,Fortune Sunflower Oil 5L 256GB,Grocery,Staples,Prestige,1068.92,768.14,3.97,2022-12-25
345,Noise Pure Pods,Electronics,Audio,Noise,1234.99,953.0,4.9,2023-03-21
346,boAt Type-C Cable Blue,Mobiles,Accessories,boAt,1214.52,917.96,4.1,2023-12-05
347,HP Laptop 15s 128GB,Laptops,Budget Laptops,HP,38655.66,23999.21,3.75,2022-09-21
348,Tata Salt 1kg XL,Grocery,Staples,Prestige,162.1,123.69,3.86,2022-10-25
349,Prestige Pressure Cooker 5L Black,Home Appliances,Kitchen,Prestige,1459.37,911.71,3.7,2023-06-28
350,Nivea Roll-On Deodorant Black,Beauty,Skincare,Nivea,667.72,448.44,3.86,2023-10-15
351,Aashirvaad Atta 10kg Pro,Grocery,Staples,Prestige,1015.46,691.37,3.06,2023-07-18
352,HP Omen 16,Laptops,Gaming Laptops,HP,93433.5,80225.58,3.86,2023-06-06
353,Puma Softride Rift XL,Fashion,Men Footwear,Puma,2714.1,1828.85,4.64,2023-12-14
354,Noise ColorFit Pulse Edition,Electronics,Audio,Noise,2738.94,1682.07,2.6,2023-03-25
355,Puma Running Shoes XL,Fashion,Men Footwear,Puma,2452.28,2082.82,4.68,2023-09-06
356,Puma Smash v2 Sneakers Edition,Fashion,Men Footwear,Puma,5467.85,4643.09,3.6,2023-03-08
357,HP Pavilion Gaming V2,Laptops,Gaming Laptops,HP,94442.75,71361.46,4.18,2023-10-03
358,Puma Track Pants XL,Fashion,Apparel,Puma,1436.42,955.25,3.36,2022-07-23
359,HP Chromebook 14 Black,Laptops,Budget Laptops,HP,35865.56,30961.9,4.25,2023-12-21
360,HP 250 G8 Pack of 2,Laptops,Budget Laptops,HP,32907.0,28668.31,3.66,2022-11-03
361,Fortune Sunflower Oil 5L 128GB,Grocery,Staples,Prestige,670.56,428.84,2.94,2024-02-10
362,Apple MacBook Pro M3 Blue,Laptops,Thin & Light,Apple,122309.51,93521.75,3.07,2023-12-27
363,Noise Buds VS102 Edition,Electronics,Audio,Noise,3377.19,2412.45,3.7,2022-11-07
364,Philips Beard Trimmer Series 3000 128GB,Beauty,Personal Care,Philips,996.71,828.23,3.83,2022-08-26
365,Prestige Sandwich Maker Silver,Home Appliances,Kitchen,Prestige,4019.88,3005.18,4.56,2024-01-06
366,Prestige Induction Cooktop 128GB,Home Appliances,Kitchen,Prestige,1689.79,1155.6,4.35,2022-02-19
367,HP Chromebook 14 Black,Laptops,Budget Laptops,HP,39011.03,34025.93,3.8,2023-02-19
368,HP Victus 15 Pro,Laptops,Gaming Laptops,HP,53610.72,44621.87,4.0,2024-02-06
369,Apple MacBook Air M1 256GB,Laptops,Thin & Light,Apple,124766.67,97613.93,3.58,2023-07-22
370,Nivea Body Lotion 400ml,Beauty,Skincare,Nivea,659.72,418.47,2.76,2023-04-20
371,Wooden Study Table,Furniture,Office,LG,8486.38,5786.76,3.63,2023-02-20
372,Apple MacBook Pro M3 Pro,Laptops,Thin & Light,Apple,174277.93,150901.85,3.35,2023-12-05
373,boAt Stone 352 Speaker Blue,Electronics,Audio,boAt,2258.78,1910.51,4.2,2023-03-13
374,Noise Buds VS102 XL,Electronics,Audio,Noise,3079.52,2303.29,3.26,2022-03-01
375,boAt Car Charger V2,Mobiles,Accessories,boAt,1217.82,793.76,2.75,2024-02-27
376,Puma Track Pants Blue,Fashion,Apparel,Puma,1921.2,1286.11,3.98,2022-04-29
377,HP Omen 16 XL,Laptops,Gaming Laptops,HP,53405.16,45300.04,3.68,2023-08-29
378,Philips 750W Mixer Grinder V2,Home Appliances,Kitchen,Philips,8651.16,5440.27,4.63,2022-02-18
379,Aashirvaad Atta 10kg Silver,Grocery,Staples,Prestige,231.54,195.98,4.46,2023-02-15
380,Noise Ultra 2 Edition,Electronics,Wearables,Noise,2644.48,1785.39,4.6,2022-12-19
381,Aashirvaad Atta 10kg Blue,Grocery,Staples,Prestige,1083.08,815.22,3.4,2022-11-01
382,HP Victus 15 128GB,Laptops,Gaming Laptops,HP,65460.34,53510.94,3.28,2023-02-17
383,boAt Stone 352 Speaker Silver,Electronics,Audio,boAt,1151.25,745.77,4.47,2022-09-14
384,Philips Induction Cooktop Pro,Home Appliances,Kitchen,Philips,4128.03,3042.49,3.56,2023-11-15
385,Puma Sports Jacket Black,Fashion,Apparel,Puma,1018.09,743.54,4.97,2022-03-19
386,Philips Air Fryer HD9200 256GB,Home Appliances,Kitchen,Philips,5216.92,4239.53,4.7,2023-07-12
387,Nivea Roll-On Deodorant Pack of 2,Beauty,Skincare,Nivea,538.52,468.61,2.8,2023-04-29
388,boAt Airdopes 141 V2,Electronics,Audio,boAt,3732.52,2469.3,4.16,2022-07-04
389,Fortune Sunflower Oil 5L V2,Grocery,Staples,Prestige,1198.04,823.51,4.37,2023-01-30
390,Samsung Galaxy M34 XL,Mobiles,Smartphones,Samsung,48086.5,31103.6,2.66,2022-10-12
391,Tata Salt 1kg XL,Grocery,Staples,Prestige,134.99,95.5,4.65,2023-02-26
392,Philips 750W Mixer Grinder XL,Home Appliances,Kitchen,Philips,3400.93,2870.64,3.47,2023-10-02
393,Samsung Galaxy M34 Pack of 2,Mobiles,Smartphones,Samsung,28510.23,23252.46,4.24,2022-12-15
394,Philips Beard Trimmer Series 3000 V2,Beauty,Personal Care,Philips,2706.99,2035.06,3.31,2022-12-05
395,Puma T-shirt 128GB,Fashion,Apparel,Puma,2765.23,2247.77,2.99,2024-03-11
396,Philips Induction Cooktop XL,Home Appliances,Kitchen,Philips,2865.73,2214.6,4.58,2022-12-22
397,HP 250 G8 V2,Laptops,Budget Laptops,HP,31159.3,24501.21,3.95,2024-02-26
398,Puma Softride Rift V2,Fashion,Men Footwear,Puma,2421.46,1544.63,3.64,2023-09-16
399,boAt Nirvana Ion Edition,Electronics,Audio,boAt,2809.7,1880.25,4.97,2023-08-03
400,Nivea Soft Cream 300ml Blue,Beauty,Skincare,Nivea,767.7,615.41,3.08,2022-02-28
401,Puma Casual Tee Black,Fashion,Women Apparel,Puma,1312.43,841.56,3.98,2023-12-07
402,Noise Pulse 2 Max Black,Electronics,Wearables,Noise,1513.62,1031.15,3.45,2024-03-02
403,Apple MacBook Air M2,Laptops,Thin & Light,Apple,170966.64,129924.66,3.33,2022-10-18
404,LG 260L Double Door Refrigerator Black,Home Appliances,Cooling,LG,47358.62,33491.3,4.69,2022-07-04
405,HP Pavilion Gaming 256GB,Laptops,Gaming Laptops,HP,56478.15,48803.66,4.62,2024-02-29
406,Noise Ultra 2 XL,Electronics,Wearables,Noise,4920.1,4094.11,4.53,2022-08-28
407,Puma Track Pants 128GB,Fashion,Apparel,Puma,2254.94,1638.6,4.38,2023-06-26
408,Puma Women Sports Bra Edition,Fashion,Women Apparel,Puma,1535.98,1176.03,3.67,2024-02-13
409,boAt Nirvana Ion Blue,Electronics,Audio,boAt,1326.94,1112.01,4.56,2023-01-01
410,Puma Track Pants Edition,Fashion,Apparel,Puma,3297.12,2399.84,2.91,2023-08-23
411,Noise ColorFit Pro 4,Electronics,Wearables,Noise,2910.53,2421.79,2.85,2023-04-03
412,Philips Air Fryer HD9200 Pack of 2,Home Appliances,Kitchen,Philips,5380.91,4337.57,4.86,2022-02-23
413,boAt Stone 352 Speaker,Electronics,Audio,boAt,2455.33,1589.64,4.55,2023-12-25
414,Wooden Study Table Silver,Furniture,Office,LG,6207.38,4106.97,4.09,2023-11-27
415,Tata Salt 1kg,Grocery,Staples,Prestige,663.18,517.16,4.67,2022-07-05
416,Prestige Sandwich Maker Black,Home Appliances,Kitchen,Prestige,2498.44,1539.73,3.15,2022-12-17
417,Puma Running Shoes,Fashion,Men Footwear,Puma,2364.31,2018.87,2.7,2023-12-04
418,Noise Ultra 2 256GB,Electronics,Wearables,Noise,1715.75,1254.65,4.32,2023-01-31
419,Philips 750W Mixer Grinder Pro,Home Appliances,Kitchen,Philips,4089.03,3110.8,3.17,2024-01-06
420,Samsung Galaxy A54 XL,Mobiles,Smartphones,Samsung,39796.63,34556.71,4.23,2023-10-08
421,Nivea Roll-On Deodorant Black,Beauty,Skincare,Nivea,468.23,411.92,4.91,2023-10-19
422,Nivea Roll-On Deodorant V2,Beauty,Skincare,Nivea,477.95,333.61,4.04,2022-05-16
423,boAt Rockerz 255,Electronics,Audio,boAt,2704.23,2192.72,3.1,2022-09-01
424,Noise Pure Pods 128GB,Electronics,Audio,Noise,2557.15,2243.83,2.89,2023-05-07
425,Puma Softride Rift 128GB,Fashion,Men Footwear,Puma,4814.38,3172.87,4.52,2023-10-05
426,boAt Power Bank 10000mAh XL,Mobiles,Accessories,boAt,804.21,686.55,3.01,2024-03-09
427,Samsung Galaxy M14 5G Pack of 2,Mobiles,Smartphones,Samsung,51715.55,41605.44,4.82,2022-11-09
428,Ergonomic Executive Office Chair Black,Furniture,Office,LG,13300.7,10570.5,4.05,2023-03-19
429,Apple iPhone 14,Mobiles,Smartphones,Apple,121237.34,92552.6,2.97,2024-03-14
430,Noise Pure Pods Edition,Electronics,Audio,Noise,2897.39,1774.21,3.2,2022-02-13
431,Puma Track Pants 256GB,Fashion,Apparel,Puma,2733.95,2215.75,4.16,2022-11-01
432,Samsung Galaxy M34 Pro,Mobiles,Smartphones,Samsung,13694.16,10677.83,3.17,2023-01-08
433,HP Pavilion Gaming Edition,Laptops,Gaming Laptops,HP,93895.84,71606.53,3.34,2023-01-18
434,Noise Ultra 2 Pack of 2,Electronics,Wearables,Noise,3512.59,2285.92,3.37,2022-08-23
435,Puma Casual Tee 128GB,Fashion,Women Apparel,Puma,1009.65,849.14,2.98,2023-02-16
436,Apple MacBook Pro M3 128GB,Laptops,Thin & Light,Apple,147796.0,110317.32,2.71,2023-12-11
437,Puma Smash v2 Sneakers 128GB,Fashion,Men Footwear,Puma,2583.87,1627.68,4.94,2022-12-12
438,Noise ColorFit Pro 4 Pro,Electronics,Wearables,Noise,4222.79,3498.9,3.81,2022-12-09
439,Puma Women Sports Bra Black,Fashion,Women Apparel,Puma,1595.52,1218.19,4.8,2023-03-30
440,Philips Hair Straightener Silver,Beauty,Personal Care,Philips,1285.35,1070.62,2.97,2022-03-11
441,Puma Running Shoes Blue,Fashion,Men Footwear,Puma,3621.08,3007.63,4.25,2022-06-02
442,Philips Beard Trimmer Series 3000 128GB,Beauty,Personal Care,Philips,1278.0,1050.31,2.64,2022-10-09
443,Samsung Galaxy A54 Pack of 2,Mobiles,Smartphones,Samsung,20303.01,12392.4,4.52,2023-04-20
444,Prestige Sandwich Maker V2,Home Appliances,Kitchen,Prestige,3621.4,2341.23,4.96,2023-01-03
445,Nivea Body Lotion 400ml 128GB,Beauty,Skincare,Nivea,550.01,351.23,3.49,2022-04-28
446,Noise Buds VS102,Electronics,Audio,Noise,2938.62,2085.23,2.55,2022-11-13
447,Philips Hair Dryer 256GB,Beauty,Personal Care,Philips,2160.35,1900.18,2.58,2023-07-01
448,boAt Car Charger Edition,Mobiles,Accessories,boAt,1698.53,1041.24,4.14,2024-02-10
449,Samsung Galaxy A54,Mobiles,Smartphones,Samsung,35199.45,28428.87,2.52,2024-04-06
450,Apple MacBook Pro M3 128GB,Laptops,Thin & Light,Apple,162867.91,131800.32,3.45,2023-10-09
451,Nivea Soft Cream 300ml XL,Beauty,Skincare,Nivea,767.82,602.86,2.63,2024-01-16
452,Ergonomic Executive Office Chair V2,Furniture,Office,LG,8006.2,6353.34,4.41,2023-07-16
453,Philips Beard Trimmer Series 3000 Blue,Beauty,Personal Care,Philips,2582.33,1887.17,4.91,2024-03-28
454,Apple iPhone 12 Edition,Mobiles,Smartphones,Apple,79042.42,61141.81,3.07,2024-02-22
455,Apple MacBook Air M2 V2,Laptops,Thin & Light,Apple,133508.92,116894.68,2.77,2023-02-07
456,Puma Softride Rift Pro,Fashion,Men Footwear,Puma,3419.83,2356.29,2.74,2023-08-06
457,Puma T-shirt XL,Fashion,Apparel,Puma,805.01,536.91,2.89,2022-11-10
458,Philips Induction Cooktop XL,Home Appliances,Kitchen,Philips,8217.39,5330.86,4.07,2024-03-28
459,Philips Hair Dryer,Beauty,Personal Care,Philips,2056.03,1248.02,4.86,2023-12-13
460,HP Chromebook 14 128GB,Laptops,Budget Laptops,HP,25787.51,22307.84,4.56,2022-04-26
461,Puma Casual Tee Silver,Fashion,Women Apparel,Puma,2133.9,1282.62,4.74,2022-06-18
462,HP Omen 16 Blue,Laptops,Gaming Laptops,HP,80667.3,70187.67,4.26,2022-08-18
463,boAt Stone 352 Speaker Pack of 2,Electronics,Audio,boAt,3827.3,2976.67,3.55,2024-01-07
464,HP Pavilion Gaming Silver,Laptops,Gaming Laptops,HP,92357.26,73860.38,2.71,2022-08-26
465,Prestige Induction Cooktop V2,Home Appliances,Kitchen,Prestige,3059.86,1945.15,3.12,2023-10-20
466,Apple MacBook Air M1,Laptops,Thin & Light,Apple,92637.16,58144.75,4.57,2022-03-15
467,HP 250 G8,Laptops,Budget Laptops,HP,34229.7,28560.86,2.88,2023-08-13
468,Samsung Galaxy M34 Blue,Mobiles,Smartphones,Samsung,22472.15,13660.41,4.44,2022-08-14
469,Puma Women Sports Bra,Fashion,Women Apparel,Puma,1668.67,1235.64,4.48,2022-07-19
470,Noise Buds VS102 Silver,Electronics,Audio,Noise,2088.11,1293.38,3.33,2024-03-03
471,Puma T-shirt 256GB,Fashion,Apparel,Puma,1279.56,991.02,3.92,2022-05-07
472,Apple iPhone 15 Pro 128GB,Mobiles,Smartphones,Apple,46739.78,38729.98,4.06,2023-12-13
473,boAt Nirvana Ion Blue,Electronics,Audio,boAt,2980.81,1942.76,4.25,2023-11-01
474,Noise Pulse 2 Max Edition,Electronics,Wearables,Noise,2113.22,1681.68,4.67,2023-08-16
475,boAt Rockerz 255,Electronics,Audio,boAt,1480.29,1065.46,2.88,2023-11-06
476,Apple iPhone 14 XL,Mobiles,Smartphones,Apple,76487.54,54900.29,4.15,2024-01-21
477,Philips Hair Straightener Black,Beauty,Personal Care,Philips,1565.23,1355.43,4.05,2023-01-17
478,Apple MacBook Air M1 XL,Laptops,Thin & Light,Apple,108976.92,69615.93,3.96,2023-10-25
479,Fortune Sunflower Oil 5L Blue,Grocery,Staples,Prestige,721.06,436.12,4.05,2022-06-18
480,Puma Running Shoes Silver,Fashion,Men Footwear,Puma,3056.45,2151.08,3.53,2023-08-23
481,Noise ColorFit Pulse Blue,Electronics,Audio,Noise,1789.37,1562.37,4.45,2022-07-08
482,Ergonomic Executive Office Chair Pro,Furniture,Office,LG,7050.68,4947.19,3.29,2023-02-09
483,Ergonomic Executive Office Chair Black,Furniture,Office,LG,14895.15,10173.82,3.55,2022-09-20
484,boAt Stone 352 Speaker Black,Electronics,Audio,boAt,3780.52,2806.0,4.95,2022-05-25
485,Ergonomic Executive Office Chair Pack of 2,Furniture,Office,LG,5877.6,4831.7,3.54,2023-11-12
486,Puma Softride Rift Edition,Fashion,Men Footwear,Puma,2457.37,1495.79,3.41,2023-11-24
487,HP 250 G8 128GB,Laptops,Budget Laptops,HP,30451.12,24627.58,3.23,2023-04-03
488,Ergonomic Executive Office Chair 128GB,Furniture,Office,LG,7124.84,5879.89,2.77,2022-06-24
489,Nivea Soft Cream 300ml Blue,Beauty,Skincare,Nivea,758.34,609.88,2.66,2023-06-18
490,Apple MacBook Air M1 Pro,Laptops,Thin & Light,Apple,119759.19,79496.62,4.46,2023-04-18
491,Tata Salt 1kg Edition,Grocery,Staples,Prestige,529.3,318.52,3.05,2023-04-15
492,Fortune Sunflower Oil 5L Silver,Grocery,Staples,Prestige,705.8,428.0,3.86,2022-04-07
493,Noise ColorFit Pulse 256GB,Electronics,Audio,Noise,3440.64,2603.8,4.43,2022-11-10
494,Noise ColorFit Pulse Pack of 2,Electronics,Audio,Noise,2127.83,1836.44,3.5,2023-09-27
495,HP Victus 15 256GB,Laptops,Gaming Laptops,HP,61768.34,37865.53,3.92,2022-09-05
496,HP 250 G8 Silver,Laptops,Budget Laptops,HP,28606.14,21043.09,4.68,2022-10-11
497,Puma Smash v2 Sneakers,Fashion,Men Footwear,Puma,3615.69,2361.37,3.12,2023-04-24
498,Philips 750W Mixer Grinder Blue,Home Appliances,Kitchen,Philips,6323.41,5245.71,2.82,2023-02-11
499,Puma Women Leggings V2,Fashion,Women Apparel,Puma,2538.2,1562.48,2.65,2022-06-07
500,Noise ColorFit Pro 4 XL,Electronics,Wearables,Noise,4108.13,3245.89,3.62,2024-04-08
501,Noise Pure Pods XL,Electronics,Audio,Noise,2459.62,2104.53,3.98,2022-10-16
502,Ergonomic Executive Office Chair 128GB,Furniture,Office,LG,9519.47,6168.11,3.94,2023-02-24
503,HP Chromebook 14 Black,Laptops,Budget Laptops,HP,44508.15,28933.44,4.16,2024-03-17
504,Puma Casual Tee Pack of 2,Fashion,Women Apparel,Puma,1042.0,867.22,4.03,2023-06-22
505,boAt Airdopes 141 Black,Electronics,Audio,boAt,2649.54,1816.36,3.9,2024-01-06
506,Philips Hair Dryer XL,Beauty,Personal Care,Philips,1834.39,1593.73,3.16,2023-05-31
507,HP Pavilion Gaming 256GB,Laptops,Gaming Laptops,HP,55812.59,36089.09,3.17,2024-04-18
508,HP Victus 15 XL,Laptops,Gaming Laptops,HP,93055.46,77639.7,3.0,2023-05-20
509,Apple MacBook Air M2 Pack of 2,Laptops,Thin & Light,Apple,131134.7,109490.68,4.3,2022-07-03
510,Puma Track Pants Edition,Fashion,Apparel,Puma,2532.26,1967.14,2.82,2023-06-07
511,Nivea Soft Cream 300ml Black,Beauty,Skincare,Nivea,621.58,373.42,3.09,2023-07-05
512,Fortune Sunflower Oil 5L 256GB,Grocery,Staples,Prestige,741.25,619.8,4.93,2023-02-16
513,HP Chromebook 14 Black,Laptops,Budget Laptops,HP,35628.09,23062.7,4.53,2022-07-11
514,Fortune Sunflower Oil 5L Silver,Grocery,Staples,Prestige,417.37,339.63,4.42,2023-05-18
515,Philips Beard Trimmer Series 3000 Pack of 2,Beauty,Personal Care,Philips,1652.18,1301.05,2.99,2023-04-13
516,LG Direct Cool Refrigerator Pro,Home Appliances,Cooling,LG,27901.07,17402.29,3.27,2023-10-07
517,Philips Hair Dryer Blue,Beauty,Personal Care,Philips,2456.82,2068.42,3.38,2024-01-17
518,Noise Buds VS102 Silver,Electronics,Audio,Noise,2482.37,1656.67,4.6,2022-02-15
519,HP 250 G8 Edition,Laptops,Budget Laptops,HP,35380.31,23487.63,4.13,2022-08-27
520,Metal Bookshelf Blue,Furniture,Office,LG,4941.54,3191.08,4.12,2023-04-18
521,Nivea Roll-On Deodorant Blue,Beauty,Skincare,Nivea,322.75,196.6,2.52,2023-10-27
522,boAt Car Charger Pro,Mobiles,Accessories,boAt,664.42,412.64,3.65,2022-09-17
523,Samsung Galaxy S23 FE 256GB,Mobiles,Smartphones,Samsung,53515.35,33826.7,2.84,2023-12-23
524,HP 250 G8 V2,Laptops,Budget Laptops,HP,37908.59,28441.58,4.62,2024-04-02
